stimulated,other
0.03544209086828518,0.743868279689385
0.0345869827449474,0.7456936888969787
0.035398437489867554,0.7453764696521902
0.03573299464270043,0.7469007780462327
0.03528857095105804,0.7520988836791458
0.033498214381350054,0.7518186157201575
0.0329723566389457,0.7383505649968248
0.03232483574742217,0.7432292067280175
0.034357480705742335,0.7474333657034202
0.03252685279200494,0.7351322769464135
0.033350922513458246,0.7469554162987135
0.032352452326252557,0.7454928318061493
0.03314766184386948,0.7395093440186238
0.03031949012241599,0.746472626186072
0.030658770810559344,0.7455001943214691
0.030690842819497664,0.7438477909691437
0.030671756489596927,0.7523687175160154
0.03017474809135918,0.7542337632491042
0.02964780783343758,0.7484257100158663
0.030863175483182025,0.7604003120322586
0.03073425890360591,0.7530583477141517
0.030788133310918075,0.7472300668940173
0.03063856869874198,0.756301267101986
0.030840976873054347,0.7550541557086082
0.031553933111424654,0.749075361115804
0.030906665572765352,0.7547381452912626
0.031001275301862863,0.7522641744375835
0.03076038401448087,0.7492845779874726
0.03182426274140945,0.7415907985992233
0.030040696827460245,0.7440764788550364
0.030407111531075955,0.7501650521894088
0.029697199018160775,0.7386236715500778
0.028194918639743577,0.7418059027914429
0.028508743049788107,0.7378661370477098
0.03025867052205198,0.729405976725644
0.030572842126019295,0.7378265883663839
0.030195988062300314,0.7390393448579198
0.030784983175766167,0.7343534257522477
0.03169667670319341,0.748410033927925
0.029744219530642577,0.7443943656014378
0.03230100271755393,0.7388591734380592
0.02986316200511937,0.7488577598656273
0.032891961683092955,0.7557166399851302
0.03090611887189855,0.748667128809589
0.030771218010798188,0.7624327645780578
0.03195727637379019,0.7595110584721969
0.03187295857316473,0.7533945304534825
0.0318486003297212,0.7637006477987893
0.029871282142054433,0.7597833615212494
0.03145357088939262,0.749271177228146
1.3734476621042861,0.7445894349437876
2.0732862873891698,0.6113330247666509
2.144118237523889,0.43000650431531945
2.1240874162238748,0.35365461757534433
2.120801879980979,0.34250059864699095
2.084901057679428,0.35232036609920236
2.0291265109337533,0.3467781091406516
2.013140827196655,0.35654995845563214
1.9793479730270378,0.3550451491452874
1.9353030102224427,0.35072361271706487
1.462919282719143,0.3229470671740063
0.930781830996841,0.2870674186530228
0.592701563334089,0.2810334654766614
0.3542236320997447,0.3102057431961786
0.17720030160389363,0.34503940351169177
0.08958516310786517,0.40786416291240146
0.05153390876465658,0.47015382502053377
0.038556915969576534,0.5286564815834676
0.03320278042518008,0.5835711560655853
0.03146132921558573,0.6341230309809064
0.029719088295747882,0.6714139953095645
0.029346102746651243,0.6877920473619218
0.029381350367810827,0.7179887000650587
0.028836247244139152,0.7403521347023254
0.0281805634990854,0.7441803201886642
0.024808190575060382,0.7616066227843628
0.024656822620518735,0.7707970168396482
0.025280570022613476,0.7727091910630809
0.023272096655361993,0.7758436214388182
0.02150902428077695,0.7797567446965059
0.021088595330355613,0.778584588646673
0.019258215771223972,0.7729403516792257
0.018458312825515816,0.7754953608133525
0.018789031596838104,0.7754055655979449
0.018054965360506336,0.7638781720241152
0.01702865632767545,0.7631243265380714
0.016273707162140875,0.7628773375759403
0.015104135361558182,0.7466424147498902
0.015774558512046313,0.7550267380350142
0.015164793690883405,0.7454201148867694
0.015588501344580704,0.7366079253973854
0.016093130370487322,0.7393110294248825
0.015181475147383746,0.7336205868379905
0.017065507485733107,0.7338052786641797
0.016427620987732382,0.7471031673974721
0.015979070897345023,0.7418138357163981
0.016335106440121795,0.7412544958460356
0.01681375038396968,0.744498880769129
0.016644100953446355,0.7464499744498168
0.015770174965450495,0.7389362403842944
0.017399507106202392,0.744897203478567
0.017653745545675736,0.7465316085175558
0.017751070259010144,0.7466496391854149
0.020010806280593853,0.7482119422626399
0.018594628559546494,0.7538678648823164
0.019569636205029724,0.7532761868053881
0.018495450671545163,0.7403811914199306
0.01856164744519895,0.7448144676382666
0.019779476437142465,0.7500147668278416
0.019897840908297448,0.737470650905215
0.01932186931621409,0.7493004397274707
0.020589913110244225,0.7477246443496697
0.020555541430418035,0.7419239039513024
0.01985007624640231,0.7479956500018012
0.020307077624109597,0.7479413405588542
0.018910429078113807,0.7459104204703462
0.021662328811701534,0.7533489680393057
0.021061810476520768,0.7555744524431006
0.01986804469972991,0.7490082280438555
0.020602970299330222,0.7612165385322313
