1,1.1,0,False
2,2.1,1,False
3,3.1,2,False
4,4.1,3,False
5,5.1,4,False
6,6.1,5,False
7,7.1,6,False
8,8.1,7,False
9,9.1,8,False
10,10.1,9,False
11,11.1,10,False
12,12.1,11,False
13,13.1,12,False
14,14.1,13,False
15,15.1,14,False
16,16.1,15,False
17,17.1,16,False
18,18.1,17,False
19,19.1,18,False
20,20.1,19,False
21,21.1,20,False
22,22.1,21,False
23,23.1,22,False
24,24.1,23,False
25,25.1,24,False
26,26.1,25,False
27,27.1,26,False
28,28.1,27,False
29,29.1,28,False
30,30.1,29,False
31,31.1,30,False
32,32.1,31,False
33,33.1,32,False
34,34.1,33,False
35,35.1,34,False
36,36.1,35,False
37,37.1,36,False
38,38.1,37,False
39,39.1,38,False
40,40.1,39,False
41,41.1,40,False
42,42.1,41,False
43,43.1,42,False
44,44.1,43,False
45,45.1,44,False
46,46.1,45,False
47,47.1,46,False
48,48.1,47,False
49,49.1,48,False
50,50.1,49,False
51,51.1,50,False
52,52.1,51,False
53,53.1,52,False
54,54.1,53,False
55,55.1,54,False
56,56.1,55,False
57,57.1,56,False
58,58.1,57,False
59,59.1,58,False
60,60.1,59,False
61,61.1,60,False
62,62.1,61,False
63,63.1,62,False
64,64.1,63,False
65,65.1,64,False
66,66.1,65,False
67,67.1,66,False
68,68.1,67,False
69,69.1,68,False
70,70.1,69,False
71,71.1,70,False
72,72.1,71,False
73,73.1,72,False
74,74.1,73,False
75,75.1,74,False
76,76.1,75,False
77,77.1,76,False
78,78.1,77,False
79,79.1,78,False
80,80.1,79,False
81,81.1,80,False
82,82.1,81,False
83,83.1,82,False
84,84.1,83,False
85,85.1,84,False
86,86.1,85,False
87,87.1,86,False
88,88.1,87,False
89,89.1,88,False
90,90.1,89,False
91,91.1,90,False
92,92.1,91,False
93,93.1,92,False
94,94.1,93,False
95,95.1,94,False
96,96.1,95,False
97,97.1,96,False
98,98.1,97,False
99,99.1,98,False
100,100.1,99,False
101,101.1,100,False
102,102.1,101,False
103,103.1,102,False
104,104.1,103,False
105,105.1,104,False
106,106.1,105,False
107,107.1,106,False
108,108.1,107,False
109,109.1,108,False
110,110.1,109,False
111,111.1,110,False
112,112.1,111,False
113,113.1,112,False
114,114.1,113,False
115,115.1,114,False
116,116.1,115,False
117,117.1,116,False
118,118.1,117,False
119,119.1,118,False
120,120.1,119,False
121,121.1,120,False
122,122.1,121,False
123,123.1,122,False
124,124.1,123,False
125,125.1,124,False
126,126.1,125,False
127,127.1,126,False
128,128.1,127,False
