mean_e,mean_i,var_e,var_i,cov
5.881867849204181,8.166986585248079,1.4254513570321339,2.951142989247527,0.9094263058903761
5.680966320689217,8.719925763344403,0.8509744437151783,3.290069192215496,0.4085257270218503
6.150458336571208,9.775659058834698,1.563530882527674,3.58073426382676,0.6152487457020712
4.619106203802692,7.53495567601903,0.9606796805543137,2.602942706608219,0.09672605540577352
5.663371976083676,8.58246272934589,1.434471385444021,2.408843573973741,-0.18493820315375045
6.2527089798174655,10.523327044210832,1.6438439232919526,4.241776434164737,-0.6289466823271742
6.910430851025895,10.779643084337405,2.445662947950936,3.4632126256690614,0.9752560177245528
4.664646521628956,8.862382171440213,0.8151057603194084,3.00024307099451,0.3359574738375934
5.300345904118758,8.047524429345438,0.9590873881281972,3.098518517662954,0.3047325994452621
7.160880396798871,12.32080155672679,2.2497830434925947,5.740955677236463,0.8333359731281295
9.019716512194439,15.372772068462728,4.982191538133272,12.251220657415818,3.371527311829756
5.324826688014108,8.034850029499983,1.055480338385688,2.497511972238311,-0.5177443452334736
4.776454574971599,7.488930460982677,0.9602422487030685,1.859421867674135,0.18025864607683081
6.727833087837118,10.73912421886056,2.1767103204028544,6.400287684196266,0.33076252299786607
6.134863204638535,11.231508396683408,1.116574831903143,6.572424929749133,0.8416344615147551
8.596278106793111,13.156650320734297,2.610304703013149,5.756937701768538,1.6434092397928382
5.664857745098296,10.881550135972404,1.9543038545265963,5.262907534774954,0.7528937346407988
6.300555121383777,10.688042060032602,2.0336772997392654,6.2707821598202615,-0.13528895387556933
6.203119216265954,9.391488198947123,1.9041377034551037,5.1583195778563855,0.07835890970249962
7.426020529874239,14.784297272118446,1.803599797191889,10.533744964993577,0.5660630587638222
4.704031954643918,7.35789060963401,0.46620740211254647,3.340471560947157,-0.13961554790234126
7.248095072179979,12.063712014693653,4.404010111093099,7.201953008986531,0.2637584400457358
5.672016695689633,8.518798118265819,1.431804667315068,3.0037214613636,-0.00159864257165763
5.4799529243384155,8.71770105731373,1.0428720065060582,3.4385485090603285,0.8477776633422273
5.516871272579841,8.509532102791828,1.2186488729711111,1.9661788084220062,0.2762816806912187
5.963064247132362,10.589591834858691,1.1731582837808499,5.940497570952616,0.6447431651809172
6.112655711130125,9.224423343693815,1.217525489765122,4.089388431943128,0.2583029094131041
7.255119240084283,12.284464747797822,2.8750407100119046,7.2972096159089626,0.8122252086070089
7.236911799753104,11.358373237952858,2.7855514285315874,5.984624104523419,-0.046856824296209215
6.609048116889291,11.355388036687497,1.176635360413353,4.664247646635074,-0.38068655038578225
6.5888754466284505,12.182277742988468,2.5874504211389016,6.533645236510713,0.7436037901463443
6.5216214173444484,10.379068109942207,3.2501543693945005,4.25871784719893,1.0901985376662748
5.691840198615765,8.226946771098826,1.4903525630137815,2.8030974763832623,-0.2008089054368258
5.249936151510039,8.609322080107372,0.9397278914474894,4.383393055269617,0.35428657120594975
6.857473826800378,11.301380614899777,1.9281480517127318,6.0966954935451225,1.1058588967352299
5.376729183329823,9.248292508949994,1.305995725566728,3.47972117657778,0.9706624732814513
4.801686375663773,8.017016612172407,0.6497571625759873,2.662030667180696,0.024133561402162444
6.687521965092225,9.496315176494726,1.9637857678915727,3.6491152718328883,0.8991486216259857
5.955078149774658,8.794021789662837,1.155431402591209,3.736590041069668,0.2915130081172961
7.870361061894003,10.726990898827454,8.24839527192106,5.745464620184356,2.492223847361322
5.61446234100821,8.191007320182427,1.0654076743838787,2.7930745327956856,-0.3495730228035918
5.692663628606312,8.351453279495564,1.024584736049262,2.5719086127051867,0.297010153925314
5.17212191744951,7.590409877258949,0.821525262935906,2.82407736242958,0.12583306711069397
5.63634394346625,8.75353391261419,0.9751970639232607,3.1958271691375018,-0.04656696400988108
6.717937876086546,11.15524552164195,1.6730976682064536,4.0859534848688925,-0.041114715166722667
4.770577814761243,9.008921523750937,0.7214197291049274,3.1681882047520133,0.4204234847449742
6.626025514763366,10.20075374192598,1.5105086320647478,4.277477558113916,0.12620825272040864
6.659245451269167,9.020744520763198,3.361034934168705,2.5292940126556545,0.10365240554740639
4.903551682778353,7.659996852378659,0.8604035640405456,3.6462967752098177,-0.05730415007742565
4.404847522882222,8.126460719418652,0.5650778347057197,2.8658265636691334,-0.002939833532794462
8.813889446782369,12.853429365893724,7.156655387116715,9.223980111412994,-0.19842870790161815
7.6560638932647205,14.761891801311577,2.8280669900032223,12.118878969348577,1.2565229371763913
6.685247567578603,9.408015722261675,1.640346769373539,4.9398244229527455,-0.06356135186980363
6.0765561027359025,10.125475356451183,1.1055224477451975,6.2738766990705095,0.9189292053962178
4.823742496896499,7.339532319562206,0.8353016624441059,2.780277438937269,0.4350878153628225
4.372992772121776,8.347587840317876,0.8368923169547275,3.138703963634395,0.09933099572272855
6.091306982460999,9.73695720967682,2.1423353546713386,5.3067905059336855,0.6350641022056172
7.636893827100459,11.94551408164222,2.5698527029136113,4.722594084589963,-0.0864164080885803
4.600828888897777,8.333621794993192,0.5230954479718865,3.139505172664082,0.07131289166805192
5.628002272181752,8.440320670409735,1.1312717109113732,2.7861990524358813,0.5011058007988797
7.522315066218666,12.561159339388137,2.043281695271251,5.332709266528828,0.523121960101036
7.233101450895873,11.23477721096042,2.042298430810109,5.871013204304756,1.160405364445015
4.902702022491744,7.541612135038186,0.8363764629181645,2.756588969499657,0.20828679116307572
5.909714326862735,10.405995212161677,1.3108716366472557,3.8147593432500897,-0.39955330004639766
7.216832113229286,12.304053161180208,2.157039022271311,7.610346852724343,0.6816414434800795
