mean_e,mean_i,var_e,var_i,cov
11.274822557670841,17.065910816690593,2.8217734504211007,10.426425108316181,1.3499840651195234
9.761728635257622,18.24406372777282,2.1601204794655144,13.367271318639277,1.1223603414704204
10.171801544881802,18.195034975102896,1.6198077432433604,16.18940204255668,1.3313886707229958
10.686859187625721,18.154080770581174,2.5018663487625687,11.293081632593557,2.928808842917461
10.34738654730716,17.494516266376817,2.1794509432242846,15.825002118991204,2.783264070135381
10.997268551003444,17.439853653052925,2.4569857362218532,12.652796283885765,1.5662223888027018
10.378522483478559,16.505682179547268,2.5560449534687426,9.219654126303913,1.9566173097412958
11.779661699218996,16.548980193137524,3.4747341805298095,15.113991586929595,1.1729229016771556
10.690247914785125,18.587354562348374,2.2649324917763183,15.455934593668058,1.238543345762105
10.6966760483614,19.14844807416778,2.4549428188051423,10.057177498663284,2.812654326392203
9.990596045316721,16.763317573474755,2.2264039725568745,13.227870160658869,2.031683064439095
10.664183244033424,18.12508942135101,2.097110527957933,13.332600933293154,0.42953939625000703
10.880456677709626,17.44661348105286,4.298729477584609,11.849439421542076,2.172376349067436
10.914497023493034,17.429868874512366,1.8631138462919226,14.66511276422118,1.5244497602158438
10.562829022677908,19.377177097707204,2.632865705822268,12.186517799154643,1.5043668889163904
9.949302163834673,16.984789183473726,2.3804831797657693,10.902154458071697,2.360291567333219
11.124718089768987,16.14457301280982,2.0476310672374414,10.23068692459493,1.3187229713924045
10.662657280787228,18.077744472155693,1.9875760792241692,13.669088803651693,2.1145739000693586
10.942082479710912,17.30083854437486,1.7797577529234199,14.461582831185025,2.050534431680021
11.32156782345821,17.758692621635106,3.1564182294001335,18.102385509599397,2.8403645835696723
10.605287685547392,19.682081155280628,2.4868782090197774,18.042234047345453,1.1958514947518974
10.434777900190557,16.79589660464845,2.8456119055545033,17.444153029969574,2.384288751523801
11.342509878497498,20.717760304721413,3.3846603790000938,18.490160195453296,2.5755543929399227
9.908316525610362,17.25464991163945,2.049726939228834,10.717198497346915,1.6469766195256235
10.781761680793752,15.434361877196721,2.6332822631410893,10.124549595141888,1.605272396831455
10.852410177719973,16.904447660244475,2.7807007020106087,16.17532297668255,3.1294449700400926
11.20994277366588,17.08554095023061,2.2316113207737827,15.692066719118788,2.2486244704650398
10.738440640494424,18.788945844098386,4.003261376277302,12.634081725780115,1.9838121428881526
11.38725836132905,19.239088480573457,3.7706281912191035,16.8875747870286,3.2312887434124025
10.955464563158854,17.64180180508306,3.241013542360911,14.772926500285427,2.131676051769817
11.01058161152035,16.67810182158377,3.252830935142448,7.768918144794204,1.7264134339362562
11.2222397634928,18.540459541923525,1.845335833038701,10.967075305374472,1.2683126144108194
10.882671147653733,19.13009713114176,3.1267719993717553,17.066709940310474,2.1713840657744026
10.059535384186653,16.50060082829746,2.9483182762796125,11.488665366322824,1.4217137306164085
10.784654065721055,16.928306887722833,2.521121635456534,12.363745197065507,1.5233467877342446
11.272026023381663,17.644090515595916,2.7022484415993095,16.41707564476252,3.260995071770189
10.970662742313147,21.279172720487274,2.7277636883481016,17.21934734661263,3.243827471403894
11.028282252942079,16.441073574757862,2.446130761252864,12.553681570862652,3.950775019130397
10.462456368562634,17.18295286360419,2.643348928767238,11.905568196675038,1.982157849047286
11.40652246079689,16.55886792846915,2.299093031055136,14.210814085144015,2.681554540708905
11.022469552442821,16.984759910543605,3.014433770668764,16.161089996782007,2.119898696025369
10.728269374536211,16.50684107916272,3.7180636048415305,13.924660893186646,3.105225026728192
10.843126601097621,17.548605761479966,4.045068943885067,15.814532527624097,3.5773602384972185
10.851408625235138,15.915442348276798,3.109300118904765,12.815980523148585,3.237914089669637
9.898656569766388,20.37948797508695,2.525052274826317,20.17086136901431,2.4623093635758626
10.854701621187413,17.32562608889257,2.842219192976822,17.096253187048042,1.666706223669238
11.864695686867579,14.395860765908559,3.131068825167792,8.939016786980098,2.7920924395005495
10.835675011826336,19.225090857370976,2.62834250193698,13.128509631499636,3.4502091179593135
10.34756701711861,17.40986040585907,2.1902649396248925,8.984498065483995,1.202763308817129
11.207184123682865,15.29229932831082,2.6457490814603206,10.528979225457247,1.3440803174231843
11.092534292364373,17.771828029740053,3.407254978176533,13.309681947539795,4.057265001085
10.817562023378859,16.905089198345,2.2968579341960402,14.313789090874245,1.629353671742201
11.172480607558658,18.045733328307417,3.1387098839752796,16.403164880110015,3.1181391537402883
10.886804341619106,16.83401581825272,2.1264358435335304,16.438526127039868,1.6172908242325779
11.386451702332922,17.790456201722474,2.361784736399,18.95743893523133,3.1377927053429993
11.814692878102075,19.28801650954467,3.5146405615725387,14.036743627547038,3.8847058401053247
11.087792951487714,16.725571406480118,2.600130470622493,11.327961894022813,0.844920455447343
