mean_e,mean_i,var_e,var_i,cov
324.3255939263259,368.0976301925233,75.10980416272425,197.39678319540877,15.218078428493252
348.33640896712444,338.27763557347384,78.8118021349178,196.78382532231365,14.056951957524037
334.8841179192503,350.24218557975206,73.34181848494357,190.21182750468085,10.410547936419405
336.01198790357637,317.3562898328014,105.00482876590955,161.40965454344308,22.21937349261758
333.1211371890009,359.3113126546128,74.61654121519948,225.7735421586103,-0.009590882791572927
326.90210881473166,342.3617872356846,96.19379513653614,120.1574270450689,31.285302461097775
320.14302316046127,294.3632068224803,90.28969653242505,159.9245579783475,-6.195086552565364
330.1555212616044,337.1871102139995,93.95939297582838,158.4760466279848,-2.082415127004688
343.1221547134516,312.5644920884008,97.49635453562674,142.79934297454494,17.85942427785611
344.1327632588621,334.5158063423556,75.62849740624925,195.8406832292067,18.123052695605764
329.4832304296455,370.45562690724495,72.1271082187022,242.71667673659533,34.17601946047937
331.50366103107996,294.6947013404229,88.97408421347512,160.38560179185274,40.995505194397516
336.4409498443846,373.36241544028525,66.53785652072284,226.79982704470123,20.333838425356465
355.19103782955045,337.4229996312977,96.01765039270802,149.39264396062597,4.676520756626916
338.8987724197277,380.4938153395877,72.42740462172074,193.45832096006495,3.850668286708174
317.4531724808192,374.80917896294034,86.03505822305628,220.64017299698583,8.334479650181798
346.27841007498563,381.81889217974356,78.82078822874443,228.27964046130174,2.0204589958654235
332.36488136744015,319.93960433660095,98.76614314296468,175.85035682985315,6.2909991421595235
315.4499627454932,330.30544025973495,71.953523686831,196.56420847887242,25.798075529063546
339.0476304417418,347.97148767382254,99.4504018274302,166.48273279386837,17.892108309314136
353.28023993601977,308.44106259113613,90.10550440100197,204.5690947510754,11.550054378094563
336.6936137773317,340.23023897338936,89.50658323598392,181.31964641403397,16.240333873331004
363.58991265944866,334.5162535910104,99.39763545372574,134.86608147768882,10.731107789868256
342.73808711694,354.6638458958275,95.24432509188834,170.58629398761238,-4.863641858849822
