,hebb,hebb_smooth_rate,rate,uniform
0,0.6216216216216216,0.581081081081081,0.21621621621621623,0.6621621621621622
1,0.6024096385542169,0.5783132530120482,0.26506024096385544,0.8072289156626506
2,0.6486486486486487,0.6351351351351351,0.21621621621621623,0.7432432432432432
3,0.6617647058823529,0.5441176470588235,0.20588235294117646,0.6911764705882353
4,0.6966292134831461,0.6966292134831461,0.25842696629213485,0.7528089887640449
5,0.6578947368421053,0.618421052631579,0.19736842105263158,0.7236842105263158
6,0.7127659574468085,0.6382978723404256,0.30851063829787234,0.851063829787234
7,0.6133333333333333,0.6133333333333333,0.24,0.7066666666666667
8,0.6388888888888888,0.5972222222222222,0.20833333333333334,0.7083333333333334
9,0.7241379310344828,0.6666666666666666,0.26436781609195403,0.8390804597701149
10,0.6097560975609756,0.6097560975609756,0.23170731707317074,0.6829268292682927
11,0.6625,0.6625,0.2375,0.7375
12,0.75,0.6931818181818182,0.20454545454545456,0.8522727272727273
13,0.6216216216216216,0.5945945945945946,0.17567567567567569,0.6891891891891891
14,0.684931506849315,0.6712328767123288,0.273972602739726,0.7945205479452054
15,0.6736842105263158,0.5578947368421052,0.3684210526315789,0.8210526315789474
16,0.6060606060606061,0.6363636363636364,0.24242424242424243,0.7878787878787878
17,0.7164179104477612,0.6417910447761194,0.14925373134328357,0.7313432835820896
18,0.6060606060606061,0.5606060606060606,0.19696969696969696,0.6666666666666666
19,0.6867469879518072,0.6385542168674698,0.21686746987951808,0.7951807228915663
20,0.6578947368421053,0.6052631578947368,0.23684210526315788,0.7763157894736842
21,0.7472527472527473,0.6703296703296703,0.26373626373626374,0.8351648351648352
22,0.675,0.5875,0.2375,0.7
23,0.75,0.6428571428571429,0.2261904761904762,0.8095238095238095
24,0.6666666666666666,0.6388888888888888,0.2222222222222222,0.7777777777777778
25,0.6304347826086957,0.5434782608695652,0.2826086956521739,0.8369565217391305
26,0.6707317073170732,0.6341463414634146,0.23170731707317074,0.7439024390243902
27,0.6025641025641025,0.6025641025641025,0.2692307692307692,0.7692307692307693
28,0.5522388059701493,0.5223880597014925,0.22388059701492538,0.7164179104477612
29,0.7252747252747253,0.6593406593406593,0.3076923076923077,0.7802197802197802
30,0.7126436781609196,0.6551724137931034,0.28735632183908044,0.8275862068965517
31,0.6842105263157895,0.6052631578947368,0.19736842105263158,0.7368421052631579
32,0.7473684210526316,0.7684210526315789,0.3263157894736842,0.7894736842105263
33,0.6914893617021277,0.6382978723404256,0.19148936170212766,0.7872340425531915
34,0.5846153846153846,0.5538461538461539,0.23076923076923078,0.676923076923077
35,0.6710526315789473,0.6973684210526315,0.2894736842105263,0.7631578947368421
36,0.6951219512195121,0.6585365853658537,0.25609756097560976,0.7926829268292683
37,0.7241379310344828,0.6206896551724138,0.22988505747126436,0.7701149425287356
38,0.6065573770491803,0.5081967213114754,0.11475409836065574,0.5901639344262295
39,0.7142857142857143,0.6530612244897959,0.22448979591836735,0.8061224489795918
40,0.5692307692307692,0.5692307692307692,0.23076923076923078,0.5692307692307692
41,0.5942028985507246,0.5362318840579711,0.2608695652173913,0.6231884057971014
42,0.5569620253164557,0.5189873417721519,0.2911392405063291,0.8481012658227848
43,0.7974683544303798,0.7721518987341772,0.20253164556962025,0.7848101265822784
44,0.6493506493506493,0.5584415584415584,0.2857142857142857,0.7142857142857143
45,0.7101449275362319,0.6956521739130435,0.2463768115942029,0.7536231884057971
46,0.6714285714285714,0.6142857142857143,0.15714285714285714,0.7428571428571429
47,0.6049382716049383,0.6296296296296297,0.2839506172839506,0.7901234567901234
48,0.6714285714285714,0.6142857142857143,0.18571428571428572,0.7
49,0.6268656716417911,0.5671641791044776,0.29850746268656714,0.7014925373134329
50,0.6458333333333334,0.625,0.2916666666666667,0.8645833333333334
51,0.7586206896551724,0.6896551724137931,0.21839080459770116,0.7701149425287356
