,hebb,hebb_smooth_rate,rate
0,0.011543815930650885,-0.0015137915920121515,-0.001989246263724252
1,0.023483331841218737,0.0006959188983787809,-0.0005002512342575271
2,0.01106849150786068,0.004124926869355489,0.003947123911480428
3,0.023689627477431772,0.008565730075366899,0.008342111080774067
4,0.02801258531839619,0.0013938601759786345,0.0008085227868367126
5,0.008948915242213468,0.0037468250588011927,0.00407120783393848
6,0.055797591395530255,-2.519081537052262e-05,-0.0013221300244787382
7,0.011590953727491875,0.0015722895584502701,0.0016558897273220542
8,0.013907379767673513,8.670495946950267e-06,0.0007755793621659996
9,0.07014929345293473,-0.0005110000952526746,-0.0009392791646766195
10,0.01065967290595752,-0.001332903901566817,-0.0017192384655858176
11,0.011455874930137484,0.001078673259168284,0.0008188520040953408
12,0.05497759876726391,0.0069141234941155205,0.006555101151410507
13,0.007559652826174079,-0.004679830954253632,-0.004785054403355334
14,0.00999839155078148,0.0005689238344663353,0.0005500738777271585
15,0.08306913005143648,-0.003942453190047832,0.001150023067764275
16,0.023800524020956417,0.0021392947271984186,0.0012990246742780223
17,0.01344838149752686,0.0033884823106929878,0.0027372120018778075
18,0.014799387858078883,0.003282390504253492,0.0016049669669579482
19,0.011779596867491438,-0.002145756373538091,-0.0015099463843869097
20,0.020227499478179617,0.0007811394558928877,-0.0016514268328780548
21,0.02527334393008944,0.0005356460023349108,-0.0007174284240973325
22,0.009347476088079327,0.0009899876631080308,0.0013851848884663801
23,0.050845098026331345,0.0026274533509670207,0.00041694031789145754
24,0.018021195734009156,-0.0014402952426569374,-0.0024250388595780463
25,0.03713330979844446,0.0035657598503285467,0.0034090185238797345
26,0.013056112648704604,-0.0010708422345178123,-0.0019252054093080275
27,0.009680461757223681,0.002015078176018755,0.001922792065597217
28,0.013212321288188746,0.003594142032208736,0.0033539676756688757
29,0.015835702680076284,0.0013436235602968902,0.0012447034446121353
30,0.03255065292015935,0.003676635179386849,0.0019428083965966913
31,0.01141228898423355,-0.0023130993380827396,-0.0013225253330662679
32,0.03324762760044659,-0.0016995944072390823,-0.0015554278133447256
33,0.04678039898109869,-0.0043034168203845155,-0.003780808696670262
34,0.010125756977946335,-0.0007474960177770107,0.00046946118207656705
35,0.015608062770087994,-4.013819326809655e-05,-0.001357742149028825
36,0.06503974070368071,0.004885408455115661,0.0056593583897543995
37,0.03692870738902605,0.0006109322177770513,-2.2533277338244393e-05
38,0.009748405657176246,-0.00018290858280344991,-0.000989882088666721
39,0.0717300166341561,0.003105938533119308,0.0015800104593129791
40,0.0018346000137820404,-0.0031160323830471425,-0.0033817121390580544
41,0.011867610679230383,0.0016300895392192525,0.0016546963880983302
42,0.020073197989143168,-0.0018940324814460832,-0.0008748473799374095
43,0.012518738555424631,-0.00013797975505083036,-0.00046300433513604255
44,0.012564375937202483,0.002493740465103236,0.0004804229181925458
45,0.00840551559338118,-0.002248065822370586,-0.002065479908352759
46,0.012606332383980881,0.0026475615075617926,0.0027732303468652494
47,0.00824802941978506,-0.002523264194567005,-0.0026379921049432113
48,0.01573527627816716,0.005501142781054295,0.004531101300497137
49,0.009887640317009025,-0.002377040894674291,-0.0026870255307566092
50,0.06957641282711342,0.003384078237959343,0.004404780256175107
51,0.014979899895718768,-0.001558004438725275,-0.000952023409956874
52,0.013220071926720159,-0.005286026949439937,-0.005338294684749591
53,0.020801243505674704,0.002988814985702407,0.004366078640474654
54,0.025050307924347825,0.0012318396184153341,0.0015041588304048146
55,0.002874805659205185,-0.002729432449823545,-0.0020473566795240557
56,0.006510715272121764,0.0013692287150053077,0.0029032425556612144
57,0.012194957736531524,0.0012493576032514954,0.0005392713971813167
58,0.01117064025862889,-0.0017608537185293432,-0.00020831008763102962
59,0.014701581220981981,0.0007469096453724059,0.0001805188861561189
60,0.060867084677700606,-0.003162300985858123,3.242513931539843e-05
61,0.011278967426094947,0.001555708274945509,0.0010541684144625774
62,0.01394797940898468,-0.001055631771509939,6.930766146157194e-05
63,0.009880701620189579,-0.00034333888392590133,0.0004257111956225719
64,0.010927809140002112,-0.003805310082647498,-0.002445581427512105
65,0.007193035974330123,-0.003360312242944978,-0.0015759576558182296
66,0.007315670264557044,0.00016469545342006549,0.00037139993261025005
67,0.016740382719399927,0.002828330274898356,0.003166826599672893
68,0.019994126498910945,0.0030111549779641756,0.0025390407123859872
69,0.025879730058169337,-0.0014638973544701622,-0.0005199105725819104
70,0.008322662247442752,-0.0006743104384015229,-0.0027821212928405134
71,0.023725029224292732,0.0019443633859708535,0.00047476500009447866
72,0.05262162597724453,0.0016900881851576784,0.0008642497866300474
73,0.024489387889905446,0.004572303626965014,0.0026072871726170294
74,0.0010226756419768992,-0.00595322776891747,-0.00534329893489286
75,0.015206385557185738,-0.00042350665119997045,-1.5551242537557932e-06
76,0.023114919081003438,-0.002541489998626692,-0.0011480081365202713
77,0.03952557646359051,-0.003718273411435382,-0.003350535792049758
78,0.034977234095794105,0.001102363101068641,0.002344690764607724
79,0.030575095376127966,0.0031934275722835573,0.0033003157101861936
80,0.039751720750897813,0.0009353755231693537,0.00044475107781409107
81,0.04819362376979691,0.002292847173682237,0.0014544922228979327
82,0.04704331203069596,0.0021784311309225846,0.0018919872624393735
83,0.02024469192027322,-0.002506593470904228,-0.0027208791626978563
84,0.0446652173100195,-0.0006561876727804401,-0.0019724477900095287
85,0.03134176048583453,0.0019995963652457405,3.551901834573681e-05
