,hebb,hebb_smooth_rate,rate,shuffle,hebb,hebb_smooth_rate,rate,shuffle,hebb,hebb_smooth_rate,rate,shuffle,hebb,hebb_smooth_rate,rate,shuffle,hebb,hebb_smooth_rate,rate,shuffle,hebb,hebb_smooth_rate,rate,shuffle,hebb,hebb_smooth_rate,rate,shuffle,hebb,hebb_smooth_rate,rate,shuffle,hebb,hebb_smooth_rate,shuffle,hebb,hebb_smooth_rate,shuffle,hebb,hebb_smooth_rate,shuffle,hebb,hebb_smooth_rate,shuffle
1950.0,724.2685737114448,655.141184874426,288.08855223120634,542.0,781.6002740519584,670.2981202557728,236.9424239774321,544.0,739.4621608757734,631.361372299873,134.63079725241113,459.0,674.512379209309,560.780441661693,82.89507279618661,334.0,520.5512176098449,467.4023697580298,35.120783974782654,249.0,367.52338554332385,343.6766412988331,17.62300492976311,145.0,255.73608632772047,232.84097166933722,1.8178386149869483,80.0,146.19662926120677,148.54447332069023,0.7083133702669728,40.0,86.24368487877628,95.81696159546573,25.0,49.56355058456792,58.307478475384094,7.0,22.391752947527888,30.854779047493228,3.0,10.100792859813113,14.590293411859498,1.0
2000.0,725.2532792099082,656.0564966377146,288.28889686702274,542.0,782.2158425351171,671.2718295232537,239.30985720615328,544.0,743.0094728329932,631.963057193851,135.27355693567011,459.0,678.9225579485166,562.3029332187757,83.9326204518805,334.0,526.1371463896546,468.7030971738289,36.02380742485051,249.0,370.262910222413,344.7087308690341,17.66918833787763,145.0,256.774212849601,236.84768915033476,1.884750614762166,80.0,146.58323729483865,149.46158404144137,0.7309261406247667,40.0,87.07053785007932,97.72724535875564,25.0,49.8279050105361,58.503150287512405,7.0,22.64105498095846,31.357883684435162,3.0,10.260629152485228,14.801308437406947,1.0
2050.0,725.6058389260012,656.8057850332569,288.4892415028391,542.0,782.5481126473557,671.832997673673,239.94663847582922,544.0,747.7667291668288,635.5641687520937,137.28813604733375,459.0,683.7128035915415,562.7159859263585,84.262073030931,334.0,528.3011653608542,473.0055172148638,36.17681086443955,249.0,371.083471872151,345.49364032619286,17.715371745992158,145.0,257.9027668933799,237.2128517208762,1.9516626145373834,80.0,146.96984532847054,151.10296100938052,0.7535389109825605,40.0,87.91229007570838,99.53164026969667,25.0,50.64130746868607,58.69882209964071,7.0,22.890357014389036,32.17671243306347,3.0,10.420465445157342,15.010980082907176,1.0
2100.0,725.9583986420943,658.1973425439678,288.6895861386555,542.0,782.8803827595941,673.6260998743,240.32885888396402,544.0,750.5967986442563,637.0485339610487,137.89781862836304,459.0,688.0456601915591,563.3225286081565,84.52916711769224,334.0,530.2970993354867,476.0991099997311,36.329814304028595,249.0,372.8143062200957,348.0483459877123,17.76155515410668,145.0,259.8194761739933,237.44251494689317,2.013799022427659,80.0,148.51415330581918,151.87018611202686,0.7761516813403543,40.0,88.61753785979002,101.21984108272981,25.0,52.0838918801013,58.89449391176902,7.0,23.19093400878374,33.458238509475294,3.0,10.580301737829458,15.198992371640072,1.0
2150.0,729.0296424283903,658.9191555351919,288.8899307744719,542.0,784.8137477797513,675.1122160540135,240.6877963030147,544.0,753.4425566236503,637.8628675037974,138.73991319444445,459.0,690.4660341253389,565.1535095704143,84.79626120445349,334.0,532.084281889286,480.0854101957036,36.48281774361764,249.0,374.7442524932107,351.4252747940823,17.807738562221207,145.0,262.0268503547029,237.67217817291018,2.0635077361612932,80.0,149.20371106229715,152.5556451797255,0.7987644516981481,40.0,89.63148963874113,101.59705778340984,25.0,52.41236389181595,59.1265170801812,7.0,23.53176575140252,34.000252739720786,3.0,10.740138030501573,15.387004660372968,1.0
2200.0,729.6040906999966,660.7205079581701,289.43202235881785,542.0,786.6616552896551,675.7267696924231,241.1551481369423,544.0,754.4436425944918,639.2569051580699,139.7744687675407,459.0,693.9058967682647,566.1879614405003,85.1758089440751,334.0,537.054875772533,480.97509068398534,36.63582118320668,249.0,379.08384995638266,352.2893843538363,17.85392197033573,145.0,262.77267330915237,237.90184139892716,2.113216449894927,80.0,149.52923168867005,153.33789889236851,0.821377222055942,40.0,90.71600022671238,101.97427448408986,25.0,52.740835903530595,59.4010762504977,7.0,23.8725974940213,34.050800683878144,3.0,10.899974323173687,15.575016949105862,1.0
2250.0,730.1270544650307,662.0885503263851,290.576519583129,542.0,788.1565249549286,676.5922358405098,242.52602916254767,544.0,758.8424582839855,639.7082500468315,140.39975760496,459.0,696.8827909332658,566.7381973326455,85.91698664939182,334.0,537.9043510722137,482.0657971393833,36.78882462279572,249.0,382.08515256913097,352.8601599732449,17.900105378450252,145.0,266.49829683698295,241.09900591215364,2.1629251636285614,80.0,149.85475231504293,154.35652041283237,0.8439899924137357,40.0,92.07882078740734,102.35786175198169,25.0,53.048633440062126,59.67563542081421,7.0,25.104415645670265,34.1013486280355,3.0,11.058313758702056,15.763029237838758,1.0
2300.0,730.5358515874822,662.2254128597319,292.238293336176,542.0,788.7876789373931,677.4780178457376,243.3961123053531,544.0,761.1120541401274,642.4309060922585,140.90323127830194,459.0,698.6184321777993,567.5784578910502,86.06319102479107,334.0,541.5680979633596,482.4980981289473,36.941828062384765,249.0,382.3658150861585,355.50753348214283,17.94628878656478,145.0,268.316231942964,242.59097523235678,2.2126338773621956,80.0,150.98226317703913,155.1838135784369,0.8666027627715296,40.0,92.2349634536196,102.74191527944207,25.0,53.27912261055996,59.95019459113072,7.0,25.334406549350344,34.151896572192854,3.0,11.214149890313582,15.951041526571654,1.0
2350.0,730.9446487099337,662.3622753930788,292.78408464029206,542.0,789.4151647156577,678.3879896199409,243.93299690662192,544.0,761.7642834394904,643.3702501627453,141.45997013921132,459.0,703.5897113752122,569.5218445294403,86.1343522452616,334.0,542.8976678177157,482.9303991185113,37.195187922290806,249.0,382.646477603186,360.3128013091745,17.9924721946793,145.0,268.7409325995081,244.34969329330147,2.2623425910958295,80.0,151.47106931097935,155.66499849629713,0.8892155331293233,40.0,92.39110611983187,103.93341300058361,25.0,53.5096117810578,60.25586009337079,7.0,25.564397453030423,34.20244451635021,3.0,11.36998602192511,16.266349445830674,1.0
2400.0,731.6002494966,662.4991379264256,295.21136123585995,542.0,790.0155534744596,682.130710038191,244.4298623651891,544.0,762.9687490741015,643.8463963545057,142.0254822530864,459.0,706.0420944448608,571.3621483286298,86.20551346573212,334.0,546.2017951530867,483.5723827099628,37.51010883839083,249.0,382.92714012021344,362.8483110781203,18.214154447360894,145.0,270.2039669003853,247.260155055689,2.3120513048294637,80.0,151.94689689782717,156.3595252403846,0.9118283034871172,40.0,92.54724878604414,105.63089049850873,25.0,53.74010095155563,60.56841875535112,7.0,25.794388356710503,34.25299246050757,3.0,11.525822153536636,16.626475982479,1.0
2450.0,732.2582804886388,662.6360004597726,296.01583704158884,542.0,790.2541029816359,682.6850340633196,244.92102126516585,544.0,764.6882994080042,644.6413573112662,142.51930941358026,459.0,707.1132052332126,572.0971967068109,86.27667468620264,334.0,550.4163931801809,484.3225018354895,37.82502975449085,249.0,383.985621985622,364.6177159663028,18.470013405110432,145.0,271.53822502562224,248.68867177479618,2.3617600185630976,80.0,155.30002554441535,157.81117106228686,0.934441073844911,40.0,92.70339145225641,107.16021797210675,25.0,53.97059012205347,60.88097741733144,7.0,26.024286529361092,34.30354040466492,3.0,11.681658285148162,16.986602519127327,1.0
2500.0,732.8671465054123,662.7728629931195,296.369343975365,542.0,790.4926524888122,683.5528824812909,245.62936868316976,544.0,769.2026906531091,646.3460491753593,143.03514067881883,459.0,708.0110864745011,572.9681227461386,86.34783590667317,334.0,552.9306193702463,485.9981497777477,38.11298678243468,249.0,384.94353366369836,366.0718339799118,18.725872362859974,145.0,272.61699794469723,250.03083422871316,2.411468732296732,80.0,156.34947353735902,158.74719587612023,0.9570538442027048,40.0,92.85953411846867,107.41542428048768,25.0,57.04859620549438,61.41968215725339,7.0,26.253402620067796,34.35408834882228,3.0,11.83749441675969,17.531111536089167,1.0
2550.0,734.2004812888129,662.9097255264663,296.72285090914113,542.0,790.7312019959885,684.3695209790015,246.14348143459273,544.0,770.3794538076262,646.9926281160812,144.03311953058972,459.0,708.9834676213221,573.9860811938687,86.4189971271437,334.0,555.9610723903057,488.55959303075485,38.367232802702354,249.0,391.0414751856133,367.0637513639709,18.981731320609512,145.0,275.45355070115903,250.70999641848064,2.461177446030366,80.0,157.08580504194367,160.44411239568956,0.9796666145604986,40.0,93.04034739337237,107.67063058886862,25.0,58.04861402502205,62.075153624726944,7.0,26.482518710774496,34.40463629297964,3.0,11.993330548371215,18.0210970464135,1.0
2600.0,734.4617961055416,663.5448151360982,297.2520425721025,542.0,790.9697515031647,684.9373152866418,246.42715326728174,544.0,772.1949072277883,650.2738085897657,144.15596663213591,459.0,710.6054477269143,576.0232298576263,86.49015834761423,334.0,561.296882643305,490.7120133976837,38.62147882297003,249.0,391.67955496427936,367.4968385481429,19.358837392283874,145.0,277.06934092422847,253.98119716328858,2.510886159764,80.0,157.72234188368904,162.09031663683803,1.0,40.0,93.44221229769398,107.92583689724955,25.0,58.399368026238044,62.597783925035216,7.0,26.7116348014812,34.45518423713699,3.0,12.036790842367376,18.161744022503516,1.0
2650.0,734.7231109222703,664.1866460010978,298.2008951382191,542.0,792.4044586549322,685.6027911224044,246.71082509997078,544.0,774.0694036171591,650.8094266689682,144.2788137336821,459.0,711.8768280773628,576.9524241626816,86.56131956808476,334.0,564.1764324069156,491.3978738988707,38.87572484323771,249.0,394.41467803964105,367.9299257323149,19.74526633973671,145.0,277.88129182657235,256.3118391787853,2.5605948734976343,80.0,159.0115955157966,166.00495546138546,1.0,40.0,93.8440772020156,108.42931524093484,25.0,58.75012202745403,63.96564002865036,7.0,26.940750892187904,34.50573218129435,3.0,12.075226654935737,18.30239099859353,1.0
2700.0,734.9844257389991,664.4474702720188,298.76049314574414,542.0,793.1156284044765,687.2592613201641,246.99449693265979,544.0,777.0930483415211,651.5132242817964,144.4016608352283,459.0,712.5801492320975,577.8148396646943,86.63248078855527,334.0,567.0138438802627,491.89459476502776,39.04363497232959,249.0,396.24369975167804,369.2668008580412,20.09439941355399,145.0,281.2864306168348,260.2523619516573,2.610303587231268,80.0,160.56310046911463,168.4058699599653,1.0,40.0,94.54236099992644,109.40657541879985,25.0,59.43814624711746,65.18864648613821,7.0,27.137449295775923,34.55628012545171,3.0,12.113662467504097,18.443037974683545,1.0
2750.0,735.2031102355562,664.7082945429398,299.9986019947149,542.0,794.4466619995269,689.7878664852528,247.15630092911834,544.0,777.693360222303,652.1467809956869,144.52450793677454,459.0,714.5416561926309,579.5421134769824,86.7036420090258,334.0,569.4789704404668,496.4007954529816,39.12899270374782,249.0,397.76793656676904,370.2160287353392,20.371392362947326,145.0,283.33631514515565,262.49779711981637,2.6600123009649024,80.0,162.08808973054565,170.13965773413415,1.0,40.0,98.08719462492382,112.41267385865325,25.0,60.87935186318926,65.57222886082778,7.0,27.322840504720325,34.60682806960906,3.0,12.152098280072458,18.58368495077356,1.0
2800.0,735.4190929569385,664.9691188138609,300.4787277346546,542.0,794.9359948772965,690.6932157208009,247.31569399022783,544.0,780.9610506808476,652.5241109807079,144.64735503832074,459.0,717.4827843365271,581.7074202822025,86.77480322949633,334.0,571.212466552758,498.1145352248281,39.214350435166054,249.0,398.3460602781087,371.03476313424534,20.648385312340658,145.0,284.93023641822066,263.2379954091836,2.7097210146985367,80.0,162.54404486527284,170.63524631817367,1.0,40.0,100.27535088117733,114.318128827951,25.0,62.094944660219944,65.95581123551733,7.0,27.508231713664728,34.65737601376642,3.0,12.190534092640817,18.724331926863574,1.0
2850.0,735.6350756783207,668.1020519209015,300.9578391327335,542.0,796.639647526923,691.794496256801,247.47508705133734,544.0,783.3135474420363,652.901440965729,144.77020213986694,459.0,718.7249476756183,582.2329186405534,86.84596444996686,334.0,571.8727070505174,498.49965399485507,39.29970816658428,249.0,398.81169684513037,372.2254115249705,20.925378261733993,145.0,285.3545165509974,263.64151437831873,2.7594297284321705,80.0,163.0,171.22583339946786,1.0,40.0,101.130381231077,114.76356312639199,25.0,62.54792575356767,66.36247417071233,7.0,27.693622922609126,34.707923957923775,3.0,12.228969905209178,18.864978902953588,1.0
2900.0,735.851058399703,669.1944601635935,301.1836936007498,542.0,798.5070862109532,693.6938023368137,247.63448011244682,544.0,786.1696070249669,653.6489808873486,144.89304924141314,459.0,719.9234645614117,582.5221866287003,86.91712567043737,334.0,572.8321671633377,498.884772764882,39.385065898002516,249.0,401.7206836451354,372.88995174944756,21.014052820618154,145.0,285.72659605392244,264.49293678693897,2.8091384421658048,80.0,163.34654830778499,172.12473713904703,1.0,40.0,101.47640199232266,115.17932998531275,25.0,63.002516279098316,66.77214217560115,7.0,27.87901413155353,34.758471902081126,3.0,12.267405717777539,19.003443703932263,1.0
2950.0,737.0248106576471,669.6961664057696,301.38511159127097,542.0,800.8997771612086,694.5401749783107,247.7938731735563,544.0,788.50023935456,655.2459035517134,145.41053088160118,459.0,721.237797774564,582.8114546168471,86.9882868909079,334.0,574.8284278488622,500.30605523271123,39.47042362942074,249.0,404.57237933392463,373.3686163271029,21.03328743511018,145.0,287.65338863315253,267.0122421544429,2.858847155899439,80.0,163.69309661556997,173.27198419400582,1.0,40.0,101.82242275356833,115.56153434147197,25.0,64.10013644956341,67.05826121459472,7.0,28.115623319026948,34.809019846238485,3.0,12.3058415303459,19.089536302238827,1.0
3000.0,737.1173193088773,670.9738257137345,301.58652958179215,542.0,802.6851235999408,695.5085826419732,247.95326623466582,544.0,793.5360058272423,656.2315678852573,146.60961280439878,459.0,721.5409568161195,583.5464528192003,87.67360124097908,334.0,577.5269803250642,501.06005512873145,39.55578136083897,249.0,405.4459641566227,373.8103907589762,21.052522049602203,145.0,288.6096323145158,267.29432960155145,2.908555869633073,80.0,165.15824830018656,174.01327874641305,1.0,40.0,102.31301549426226,115.94373869763119,25.0,64.58529045279461,67.1895396473046,7.0,28.448445826148994,34.85956779039584,3.0,12.34427734291426,19.175628900545394,1.0
3050.0,737.2098279601074,671.4663015337882,301.78794757231327,542.0,805.0819380783712,696.7128592639729,248.51388800136323,544.0,794.5053319302889,658.3832691663877,149.02699681600387,459.0,721.8441158576751,588.1258886696285,88.63780681146301,334.0,580.1157175469223,502.2293810666686,39.641139092257205,249.0,406.64351707208215,376.64120725044086,21.071756664094224,145.0,289.3751753274905,267.57641704866006,2.958264583366707,80.0,166.49346952782767,174.13668985847494,1.0,40.0,102.95601952873581,118.13096805735474,25.0,65.09274408595444,67.32081808001446,7.0,28.781268333271036,34.910115734553194,3.0,12.382713155482621,19.26172149885196,1.0
3100.0,737.3023366113376,671.937599097907,301.98936556283445,542.0,805.9283904592252,698.1240360900377,249.51300443685233,544.0,795.321384513871,659.5823181158037,149.45015217476646,459.0,723.5715699765819,588.4463809257031,89.5480135327952,334.0,580.64459399436,502.7366344431978,39.72649682367543,249.0,408.72818565700294,378.8987456612929,21.090991278586248,145.0,290.28259679043975,267.85850449576867,3.008853387896435,80.0,167.67047509591495,174.2601009705368,1.0,40.0,104.43069514043194,118.3745852975568,25.0,65.73147660111965,67.45209651272432,7.0,29.386994173451445,34.96066367871055,3.0,12.421148968050982,19.347814097158523,1.0
3150.0,737.3948452625679,672.2416976127321,302.6845907355256,542.0,806.9611488218526,699.4301233846828,251.03889574455778,544.0,796.8338769286161,660.4394608514167,149.87330753352907,459.0,727.1263623863979,588.7668731817777,91.0884533170471,334.0,582.1243072704391,504.15265894895,39.81185455509367,249.0,409.65922527487226,382.1830639253282,21.110225893078272,145.0,291.81167460905294,269.05384522516,3.0640489386175886,80.0,170.060660135781,174.38351208259868,1.0,40.0,105.4143026993957,118.61820253775889,25.0,66.1344591311164,67.5833749454342,7.0,30.110541700868684,35.12435597702597,3.0,12.459584780619341,19.43390669546509,1.0
3200.0,737.4873539137981,672.5202802149221,303.15986797820506,542.0,808.1994509173697,699.9285293616607,251.28569982453772,544.0,797.9081935105469,662.106903419778,151.02411335396846,459.0,731.8295370753831,590.8138731901171,91.28388808305978,334.0,582.6367082241854,504.69631466198047,39.897212286511895,249.0,412.1278364099999,382.45291113488673,21.129460507570297,145.0,293.19055582513994,270.50099439927465,3.119244489338742,80.0,170.4179051626093,174.50692319466054,1.0,40.0,106.00716482200686,118.86181977796096,25.0,66.36644536599566,67.71465337814406,7.0,30.35242622699115,35.68501869788273,3.0,12.498020593187702,19.519999293771654,1.0
3250.0,737.5798625650282,672.7988628171122,303.4435237021504,542.0,808.7479978572385,701.4001433275738,251.53250390451768,544.0,800.8278143636239,662.70413248687,151.67228435970958,459.0,734.534425573652,593.2356734127151,91.47932284907245,334.0,584.6986232651469,506.3941761363636,39.98257001793012,249.0,412.62758629104087,382.7227583444452,21.148695122062318,145.0,293.52404439566595,271.0680876422644,3.1744400400598956,80.0,170.77515018943754,174.6303343067224,1.0,40.0,106.80334254691346,119.29358165847454,25.0,66.59843160087493,67.84593181085393,7.0,30.594310753113614,36.063470206281885,3.0,12.536456405756063,19.60609189207822,1.0
3300.0,737.6723712162584,673.1249541852212,303.72717942609574,542.0,809.1768632825979,702.3390888122815,251.77930798449762,544.0,801.5339590104132,664.3566604088004,152.52162959986399,459.0,735.5831020124913,594.4476822583159,91.67475761508513,334.0,587.1998455288126,509.34314867811395,41.016338898310615,249.0,413.43555522168805,382.9926055540037,21.167929736554342,145.0,293.85753296619197,271.2643045270723,3.2296355907810494,80.0,172.16363232158557,174.7537454187843,1.0,40.0,108.08048197292152,119.97191602962414,25.0,66.8304178357542,67.9772102435638,7.0,30.83619527923608,36.20831379571538,3.0,12.574892218324424,19.692184490384786,1.0
3350.0,737.7648798674886,673.5744328294988,304.01408491277726,542.0,809.5040240130865,704.274447254155,252.04383164827874,544.0,803.1936015625,665.4879655198149,153.2804805632462,459.0,739.514499584142,596.3016711878224,91.8701923810978,334.0,589.353673908208,510.0471353890506,41.05958662521811,249.0,415.4643401291446,383.3197865392581,21.187164351046366,145.0,295.28291016438715,271.4605214118801,3.284831141502203,80.0,172.85347565843324,174.87715653084615,1.0,40.0,108.23176332151202,120.19322685831776,25.0,67.2268884029142,68.6801657343107,7.0,31.01541801983546,36.35315738514886,3.0,12.613328030892784,19.77827708869135,1.0
3400.0,737.8573885187187,674.2694981077003,304.3828168745285,542.0,809.831184743575,705.420542877333,252.45811638002533,544.0,804.6627455585785,668.6547774599475,153.79361587512372,459.0,740.2526157947351,597.7367706082124,92.10670498024844,334.0,591.362822425922,510.85151233076857,41.10283435212561,249.0,419.20802153463603,383.6485828685553,21.20639896553839,145.0,295.89236867478485,271.656738296688,3.3400266922233564,80.0,174.33286056098476,175.00430756567667,1.0,40.0,108.3830446701025,120.39479908229521,25.0,68.07810320781032,69.07235176310294,7.0,31.06318172012291,36.498000974582354,3.0,12.651763843461145,19.864369686997914,1.0
3450.0,737.9498971699489,675.2790713967263,304.75154883627977,542.0,810.1971161303409,706.7962790152288,252.87240111177192,544.0,806.1340928562107,671.0519972431506,154.06695916075853,459.0,740.8213151171832,599.8804154275849,92.42446773187527,334.0,592.4988788379292,511.46674268976426,41.14608207903311,249.0,420.5596473070659,383.97737919785254,21.22563358003041,145.0,296.2646901860328,271.8529551814958,3.3952222429445102,80.0,174.92324944506905,175.9408144134257,1.0,40.0,108.534326018693,120.59637130627266,25.0,69.00758266169225,69.19068935111942,7.0,31.110945420410353,36.642844564015846,3.0,12.690199656029506,19.950462285304482,1.0
3500.0,738.128216159224,675.6051652760971,305.24821287915944,542.0,810.6043816841863,707.1670794919074,254.1921899597691,544.0,807.9028981745826,671.6552053204838,154.17896886534936,459.0,742.5151285331785,601.2888635447188,92.7422304835021,334.0,593.7609480584972,512.0564811380094,41.18932980594061,249.0,422.24320438513723,384.4252060145548,21.244868194522436,145.0,296.58615082280113,272.3337777373117,3.4504177936656637,80.0,175.5932891358855,178.19497312464082,1.0,40.0,108.68560736728348,120.79794353025011,25.0,69.49363246281054,69.30902693913588,7.0,31.158709120697797,36.78768815344934,3.0,12.728635468597865,20.04454372874827,1.0
3550.0,738.4079207758525,675.9312591554678,306.02502494349534,542.0,811.0051844842558,707.3768725670969,255.2341098111491,544.0,808.4205286059017,672.2693312458749,154.29097856994017,459.0,743.6259781131536,601.6432973419196,93.49166486527727,334.0,595.2643765619569,512.8822476331791,41.232577532848104,249.0,422.95101973104397,384.881827019121,21.26410280901446,145.0,296.9076114595694,274.82007233273055,3.505613344386817,80.0,177.44991114496065,178.46125631577442,1.0,40.0,108.83688871587398,120.99951575422756,25.0,69.97968226392884,69.42736452715235,7.0,31.206472820985244,36.93253174288282,3.0,12.767071281166226,20.149451335266885,1.0
3600.0,738.687625392481,676.3172790963823,307.23574280951567,542.0,811.186468823608,707.5866656422864,256.1301431620614,544.0,808.8529053479176,672.8980245890316,154.40298827453097,459.0,745.9911056938041,601.9977311391204,94.18963241985755,334.0,596.6077374158763,514.29345402465,41.27582525975561,249.0,424.98503761422035,385.411641081128,21.283337423506484,145.0,297.3819678910368,276.0184532715543,3.5608088951079706,80.0,179.96541705631873,178.72753950690802,1.0,40.0,108.98817006446447,123.31503838990204,25.0,70.10577541905585,69.54570211516882,7.0,31.254236521272688,37.940494816292144,3.0,12.805507093734587,20.254358941785497,1.0
3650.0,738.9673300091096,676.719305718868,307.67853351523496,542.0,811.3677531629603,707.796458717476,256.3216993503177,544.0,810.1125391158977,675.9752403984569,154.51499797912177,459.0,746.3831427911597,603.5347847316576,94.42525924127703,334.0,598.5148632650997,514.9740041803325,41.3190729866631,249.0,427.17375269315653,385.96701133248183,21.302572037998505,145.0,297.9179897087999,277.8946481065191,3.6160044458291245,80.0,180.61161760320368,178.9938226980416,1.0,40.0,110.40886475122635,124.31010845986985,25.0,70.21616533045285,69.6640397031853,7.0,31.30200022156013,38.08922345769193,3.0,12.843942906302948,20.359266548304113,1.0
3700.0,739.6116335453503,677.2773395433986,308.0480531680495,542.0,811.5490375023126,708.054359540754,256.5132555385741,544.0,810.4215433918652,680.0043954982369,154.6270076837126,459.0,746.7676693522192,605.2721839845434,94.66088606269652,334.0,601.589714385842,517.1638449363819,41.3623207135706,249.0,427.77083898203784,388.3462594511247,21.32180665249053,145.0,300.2837857718309,278.59406218020564,3.671199996550278,80.0,181.81276725717777,180.44014567362814,1.0,40.0,111.06497779926214,124.72336578721686,25.0,70.32655524184985,69.78237729120177,7.0,31.34976392184758,38.181568054541025,3.0,12.882378718871308,20.46417415482273,1.0
3750.0,740.098127517335,678.3097429724563,308.2234303188387,542.0,811.7303218416648,709.4464218630482,256.7048117268304,544.0,810.7305476678325,681.2216452205882,154.7390173883034,459.0,749.168150886554,605.967592859835,94.89651288411602,334.0,603.6823922263147,518.0639072331132,41.4055684404781,249.0,431.4380259458854,389.52857258680217,21.341041266982554,145.0,301.4676880984952,280.1776346624052,3.726395547271432,80.0,182.37595661149965,181.8705642097724,1.0,40.0,111.31624671957873,125.26592748824659,25.0,70.43694515324685,69.90071487921823,7.0,31.397527622135023,38.27391265139013,3.0,12.92081453143967,20.56908176134134,1.0
3800.0,740.3215512238121,679.3888393698277,308.39880746962797,542.0,811.911606181017,711.0170433920334,256.8963679150867,544.0,811.0647699054914,682.6873460953996,154.8510270928942,459.0,750.4029572376712,607.2054886269358,96.02179537013986,334.0,606.3397455057859,520.4780736756027,41.448816167385594,249.0,434.36026947580325,392.0093935288686,21.36027588147458,145.0,304.0816096698414,280.7558684518129,3.7815910979925853,80.0,182.78764883136097,182.71064290047576,1.0,40.0,111.56751563989532,126.02424340924635,25.0,70.54733506464386,70.12554638358793,7.0,31.44529132242247,38.36625724823923,3.0,12.95925034400803,20.673989367859956,1.0
3850.0,740.5449749302892,680.0378819971646,308.5741846204172,542.0,812.2212444420082,711.9236633111105,258.00043285472975,544.0,811.5707925134351,684.1860776154891,154.96303679748505,459.0,752.1106232281951,608.4244261497283,96.09633434222997,334.0,609.2263403465977,521.208526518664,41.492063894293096,249.0,435.57779297482125,392.32043551953734,21.3795104959666,145.0,305.5529904144728,281.549552771147,3.8367866487137388,80.0,184.1839960833631,183.64898605892336,1.0,40.0,111.81878456021191,126.30162051615437,25.0,70.65772497604087,70.90533285612025,7.0,31.493055022709914,38.45860184508833,3.0,12.99768615657639,20.778896974378572,1.0
3900.0,740.7683986367663,680.2526308835742,308.74956177120646,542.0,812.653023189133,713.1835350436176,258.54097339527027,544.0,812.0690320546412,686.0706425503989,155.60754561595374,459.0,753.2395905268717,610.7792961868568,96.17087331432008,334.0,609.8400634100587,522.3060890560616,41.53531162120059,249.0,436.35541754187363,392.6314775102061,21.398745110458623,145.0,306.32915308054845,283.5080458599468,3.891982199434892,80.0,184.65918994296746,184.96356693978203,1.0,40.0,112.14331179816173,126.57899762306239,25.0,70.76811488743786,71.08826771356125,7.0,31.540818722997358,38.550946441937434,3.0,14.190205038390987,20.883804580897184,1.0
3950.0,740.9918223432434,680.4673797699838,308.9249389219957,542.0,813.0637128415677,713.4238274306432,259.0199482497807,544.0,812.5237834069047,686.2278357913966,156.11825577240424,459.0,756.7906785874526,612.1524512939808,96.24541228641017,334.0,610.5581216206753,523.5041224355916,41.578559348108094,249.0,436.88716256390416,392.9425195008748,21.417979724950648,145.0,306.69366447864905,285.35329007949804,3.9471777501560457,80.0,185.2622874351833,185.76394035695574,1.0,40.0,112.65734479867878,126.85637472997041,25.0,70.87850479883487,71.1887319190184,7.0,31.588582423284805,38.643291038786536,3.0,14.49365830095807,20.9887121874158,1.0
4000.0,741.2432578382177,680.6821286563934,309.6676012833883,542.0,813.3881140536371,713.6641198176687,259.1522303879458,544.0,812.9785347591683,686.3850290323942,156.3267454135842,459.0,759.1027996061285,613.2914136650683,96.31995125850028,334.0,612.2456324427611,524.6559357975942,41.62180707501559,249.0,438.73813898467193,394.28773255768374,21.437214339442672,145.0,307.0361871021312,285.89365519534147,4.000494138405216,80.0,186.42012071627664,187.8218888617233,1.0,40.0,113.25458043444218,128.04155857670608,25.0,70.98889471023188,71.28919612447554,7.0,31.63634612357225,38.73563563563564,3.0,14.797111563525155,22.060135497172226,1.0
4050.0,741.4957575608132,680.8968775428029,311.0503358583476,542.0,813.7125152657064,713.9044122046944,259.28451252611086,544.0,813.8017494987345,686.5422222733919,156.53523505476417,459.0,759.3215221723593,613.7437794186835,96.39449023059039,334.0,616.9678295588428,525.8103648042661,41.66505480192309,249.0,439.8591594737098,395.6773806197726,21.456448953934697,145.0,307.2629238859673,287.8257466891354,4.0119862512133215,80.0,188.6897031328378,189.42915532693323,1.0,40.0,114.01772595685253,128.29527575638195,25.0,71.16933373170004,71.3896603299327,7.0,31.684109823859693,38.827980232484734,3.0,15.031470319710925,22.317125873836297,1.0
4100.0,741.7482572834087,681.0934958242835,311.1601439515472,542.0,814.0386649589892,714.877844447766,259.4167946642759,544.0,815.1190926712202,686.6994155143896,156.7437246959441,459.0,759.5402447385902,615.2174211645553,96.46902920268049,334.0,617.5946920609604,526.5065751456133,41.708302528830586,249.0,443.46177047520615,396.1443271292202,21.475683568426717,145.0,307.48966066980347,289.0327962004661,4.023478364021427,80.0,190.5298111042645,191.639137565776,1.0,40.0,114.76255073391425,128.54899293605783,25.0,71.35760796120522,71.49012453538984,7.0,31.73187352414714,38.920324829333836,3.0,15.126431665157392,22.574116250500367,1.0
4150.0,742.0005992266658,681.2733647342761,311.2699520447468,542.0,814.3784308390625,718.5227767383252,259.549076802441,544.0,818.5887660327289,686.8566087553872,156.95221433712408,459.0,759.7589673048211,616.0738130283817,96.5435681747706,334.0,619.0863346181643,527.1477154424523,41.75155025573808,249.0,444.7756222067532,396.3406905703361,21.49491818291874,145.0,307.7163974536396,289.34395444448836,4.034970476829533,80.0,191.3866816525232,194.1958505771314,1.0,40.0,115.07799597692603,128.80271011573367,25.0,71.5458821907104,71.590588740847,7.0,31.779637224434584,39.649004480990435,3.0,15.221393010603862,22.831106627164434,1.0
