,hebb,hebb,hebb,hebb_smooth_rate,hebb_smooth_rate,hebb_smooth_rate,rate,rate,rate
,1200,1200,1200,1200,1200,1200,1200,1200,1200
,tot_excit,tot_inhib,act_counts,tot_excit,tot_inhib,act_counts,tot_excit,tot_inhib,act_counts
0,5.214608585512316,5.658679873556704,0,5.267738947997222,6.134186622258779,0,5.855481650378253,10.287762390600669,0
1,5.269878737897758,6.392951156719621,113,5.373196837413743,6.891882916530932,101,6.102168605988285,10.79369819595153,0
2,5.277973149273848,5.790063256347501,0,5.306668990367168,6.236768107961964,0,5.937347135028324,10.481572267171499,0
3,5.263640761375427,5.91832613419084,1,5.2870667471605195,6.464631839710123,0,6.013363522641798,10.40358463455649,0
4,5.206264158313195,5.7757651430837225,68,5.253273428156135,6.201131316383233,26,5.882783037892887,10.338283120916131,0
5,5.25364856657229,5.974945388342205,0,5.345340292704732,6.394823134337601,0,6.073920246801878,10.522661867894623,0
6,5.386552587468573,6.579025825287433,88,5.441330478546467,7.0618518159744585,56,6.247207281437326,10.832405810660504,0
7,5.3079318745931,6.570447953542074,9,5.386206836700439,7.09778902689616,8,6.1840336100260425,11.035440572102864,0
8,5.4246275954776335,6.915483246246973,0,5.470024095641243,7.534903564386897,0,6.245320684380001,11.136929571628569,0
9,5.289487444121262,6.228328007391129,132,5.31668846086524,6.837124928660777,66,6.004642305702999,10.40088720431273,0
10,5.284214822257438,6.135615449126174,65,5.346310976074964,6.630937035490827,63,6.2228379598478,10.533132023927642,0
11,5.299441328644752,6.274652246385814,3,5.380525401234627,6.780231154710055,1,6.081184676289558,10.594016295671462,0
12,5.388491370461204,6.867133511738343,258,5.393966262990777,7.531154648824172,37,6.270409107208252,11.172211083498869,1
13,5.261660775622806,5.895887608463701,0,5.327433315483299,6.387360949774047,0,5.990975682799881,10.202211032042634,0
14,5.264088049326857,5.910254333117237,5,5.2890796269456,6.413120130970054,0,6.155921922971124,10.44253474065702,0
15,5.352848303945441,7.633916428214626,71,5.430908348685816,8.174513011229665,775,6.459048497049432,11.848707550450374,1030
16,5.396299766771722,7.027938376321937,84,5.4538311380328555,7.566091550118995,52,6.398130676963113,11.147607413205233,0
17,5.231535456073818,6.085213937866154,0,5.2710666870003315,6.599400238314671,0,6.0385225851144355,10.681443819359167,0
18,5.18030673084837,5.664916137854259,0,5.207066579298539,6.163558082147079,0,5.860187349897443,10.113314469655355,0
19,5.334727350487768,6.822935418910292,12,5.433951061892222,7.4796900404505,0,6.291520670235876,10.89129351420575,0
20,5.369155388129385,6.881796461971183,126,5.412421690790277,7.453756850016744,85,6.289357292024713,11.168978239360609,0
21,5.384266722333301,6.764067999609225,71,5.486107438475221,7.281267534245503,117,6.248427170973558,10.847398013859006,0
22,5.243490785360336,5.946663776040078,0,5.306431901454927,6.454313018918038,0,6.068768829107285,10.502484357357027,0
23,5.314649570555914,6.576614727576573,132,5.358569718542553,7.162583190770376,82,6.286127419698806,10.812787078675768,5
24,5.357344031333923,6.7136263069179325,60,5.41219123866823,7.268447915712992,39,6.292794101768068,10.888774236043295,0
25,5.621907063152479,7.990106294984402,112,5.667331296464671,8.68367423441099,49,6.846066469731538,11.709334622258726,172
26,5.298305211997613,6.579280124931801,38,5.345925156663104,7.1854181849375,9,6.211400119269768,10.724703288659818,0
27,5.431645552317302,6.749717064392872,0,5.464896214313996,7.274591154012924,0,6.34135122788258,11.155296423496344,0
28,5.353803954907318,6.4283787581458025,0,5.369079967043293,6.984019083763236,0,6.250354005329645,10.976412360347918,0
29,5.271375336489835,6.208310615230394,2,5.312125669730889,6.749797865584657,0,6.198098769554725,10.624174909277277,0
30,5.416805738690256,7.335884932813973,68,5.479150476126835,7.996184687504824,52,6.479792474330157,11.358260006740174,1
31,5.386565616256312,7.148129665537884,0,5.467650658205936,7.7416080605042605,0,6.397664948513633,11.364530004953084,0
32,5.353294668699565,6.813496935995001,27,5.408437769036544,7.289898349109448,93,6.359747083563554,11.210459618819389,0
33,5.309322108613684,6.478864636827024,94,5.341716801866571,7.075972663595321,99,6.150747015121135,10.55768477155807,2
34,5.198104330209586,5.860943728226881,0,5.269032713083121,6.329485415495359,0,6.042957841433012,10.359274255312407,0
35,5.288667892154894,6.245970478183344,19,5.359164445023787,6.7110292174314194,9,6.0243949764653255,10.48332172945926,0
36,5.334812501581704,6.567445850953823,169,5.39726884772138,7.172297659443645,313,6.226607090089379,10.965759829777042,0
37,5.293462287420514,6.406242953634811,26,5.368563498573742,6.933438899873316,10,6.17672856648763,10.707710633332702,0
38,5.235873050377017,5.67689941163923,0,5.317582005360088,6.126090870528925,0,5.918204917282354,10.32433548911673,0
39,5.307259603422516,6.222829312694316,600,5.295615833632799,6.941715602363859,254,6.156048643345735,10.669098581586566,5
40,5.339559078216553,6.150201359161965,0,5.395510314061092,6.634975226108846,0,6.135016522040734,10.658265487964337,0
41,5.234830061594645,5.941371670667676,0,5.266838585121045,6.432080277498217,0,6.036890866099925,10.467252441074537,0
42,5.4042618244509155,6.838072894494744,95,5.443830121921588,7.426382088962988,110,6.391168286528767,11.055775557892233,0
